S10	S11	S2	S3	S4	S5	S6	S7	S8	S9	W1	W10	W11	W12	W13	W14	W15	W16	W17	W18	W19	W2	W20	W21	W22	W23	W24	W25	W26	W27	W28	W29	W3	W30	W31	W32	W33	W34	W35	W36	W37	W38	W39	W4	W40	W41	W42	W43	W44	W45	W46	W47	W48	W49	W5	W50	W51	W52	W53	W54	W55	W56	W57	W58	W59	W6	W60	W7	W8	W9	Zymo.Pos.Ctrl
D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria	0	0.0229753015508329	0.00289750090546903	0.144906743185079	0.00286123032904149	0.0149719276356831	0.00391389432485323	0.0104908205320345	0	0.0190965846492839	0.100215517241379	0.189243027888446	0.135672514619883	0.187058823529412	0.0485981308411215	0.168382352941176	0.144886363636364	0.195626477541371	0.269205076820307	0.14891975308642	0.0900837988826816	0.151586368977673	0.533549783549784	0.17283950617284	0.15048231511254	0.109365179132621	0.137781000725163	0.142303969022265	0.28028028028028	0.100077579519007	0.146136189747513	0.0753306497987349	0.11306765523633	0.109475032010243	0.149771092217135	0.124083129584352	0.0634262003556609	0.126884422110553	0.152096659559346	0.266625991458206	0.191990577149588	0.0987717502558854	0.141954022988506	0.158878504672897	0.210759493670886	0.0598141695702671	0.179880647911338	0.0928212162780064	0.120947630922693	0.112994350282486	0.144671841919548	0.156821378340366	0.0863066538090646	0.124937027707809	0.128813559322034	0.183374083129584	0.192887931034483	0.159183673469388	0.105809128630705	0.0783625730994152	0.115079365079365	0.156756756756757	0.198983297022513	0.165144061841181	0.129418162044589	0.115942028985507	0.169668797210924	0.126106194690265	0.0539629005059022	0.0812785388127854	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	0.092797783933518	0.0459506031016657	0.0731618978630931	0.232424677187948	0.243919885550787	0.0798502807236432	0.241356816699282	0.235668789808917	0.0826952526799387	0.152405435181785	0.360991379310345	0.284860557768924	0.474853801169591	0.445882352941176	0.490654205607477	0.291176470588235	0.434659090909091	0.388888888888889	0.331997327989312	0.329475308641975	0.292597765363128	0.347826086956522	0.149350649350649	0.398148148148148	0.355627009646302	0.401634192331867	0.42929659173314	0.404646660212972	0.246246246246246	0.460046547711404	0.349655700076511	0.479585968947671	0.345690454124189	0.354033290653009	0.341399607586658	0.394254278728606	0.407824540604624	0.415829145728643	0.359630419331912	0.257474069554606	0.312131919905771	0.384339815762538	0.33735632183908	0.425658453695837	0.310126582278481	0.439605110336818	0.398976982097187	0.366712391403749	0.412094763092269	0.397363465160075	0.346506704304869	0.365682137834037	0.442140790742527	0.378841309823678	0.421468926553672	0.427872860635697	0.322737068965517	0.37201166180758	0.436929460580913	0.374269005847953	0.357583774250441	0.354354354354354	0.306463326071169	0.30147575544624	0.34584013050571	0.276268115942029	0.402091807088902	0.377212389380531	0.451939291736931	0.489497716894977	0.348137535816619
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	0.169667590027701	0.0246984491671453	0.0318725099601594	0.114777618364419	0.0765379113018598	0.0299438552713662	0.0697977821265492	0.0655676283252154	0.0229709035222052	0.0987881013587954	0.0829741379310345	0.0557768924302789	0.0853801169590643	0.0729411764705882	0.0635514018691589	0.116911764705882	0.0615530303030303	0.0774231678486998	0.0828323313293253	0.0594135802469136	0.0831005586592179	0.09048178613396	0.091991341991342	0.0648148148148148	0.0765273311897106	0.0747957259585167	0.0355329949238579	0.0919651500484027	0.0820820820820821	0.078355314197052	0.0811017597551645	0.0500287521564117	0.0815569972196478	0.08898847631242	0.0928711576193591	0.106968215158924	0.0918790752815649	0.0766331658291457	0.103056147832267	0.105552165954851	0.124263839811543	0.0593654042988741	0.0954022988505747	0.0509770603228547	0.122151898734177	0.1068524970964	0.0895140664961637	0.0937357110196616	0.0885286783042394	0.155367231638418	0.169371912491179	0.135021097046413	0.0998071359691418	0.0952141057934509	0.0519774011299435	0.171964140179299	0.0695043103448276	0.121282798833819	0.0489626556016598	0.123196881091618	0.107583774250441	0.0912912912912913	0.108206245461147	0.044975404075896	0.0853724850462208	0.0733695652173913	0.117954677513074	0.0918141592920354	0.06070826306914	0.0155251141552511	0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia	0.273545706371191	0.0436530729465824	0.0746106483158276	0.144906743185079	0.15450643776824	0.116032439176544	0.102413568166993	0.284001498688647	0.0663603879530373	0.260741828865222	0.306034482758621	0.368525896414343	0.216374269005848	0.170588235294118	0.268224299065421	0.275735294117647	0.227272727272727	0.221040189125296	0.23313293253173	0.324845679012346	0.35963687150838	0.253819036427732	0.176406926406926	0.237654320987654	0.27395498392283	0.274041483343809	0.223350253807107	0.226524685382381	0.25025025025025	0.200930954228084	0.235654169854629	0.205290396779758	0.329008341056534	0.296414852752881	0.267495094833224	0.22921760391198	0.278008298755187	0.199120603015075	0.21179815209666	0.246491763270287	0.186101295641932	0.247697031729785	0.254597701149425	0.220050977060323	0.199367088607595	0.270034843205575	0.231031543052003	0.275262917238226	0.216334164588529	0.171374764595104	0.222300635144672	0.193389592123769	0.185631629701061	0.186901763224181	0.271186440677966	0.140994295028525	0.242456896551724	0.224489795918367	0.231120331950207	0.217153996101365	0.248236331569665	0.263063063063063	0.247639796659404	0.302178496134926	0.293094072865688	0.374094202898551	0.182452062754213	0.258849557522124	0.261382799325464	0.287671232876712	0
D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae	0.0796398891966759	0	0.0181093806591815	0.0172166427546628	0.0107296137339056	0.0318153462258266	0.0339204174820613	0.0517047583364556	0.00408371618172537	0.054719059860448	0.0969827586206897	0.0308764940239044	0.0573099415204678	0.0635294117647059	0.0654205607476635	0.0823529411764706	0.0890151515151515	0.0531914893617021	0.0400801603206413	0.104938271604938	0.0837988826815642	0.0893066980023502	0.00757575757575758	0.0787037037037037	0.0784565916398714	0.0747957259585167	0.0717911530094271	0.0648596321393998	0.0880880880880881	0.0938712179984484	0.104820198928845	0.0908568142610696	0.0797034291010195	0.0275288092189501	0.0608240680183126	0.0562347188264059	0.0853586247777119	0.0690954773869347	0.0867093105899076	0.0518608907870653	0.0435806831566549	0.107471852610031	0.0735632183908046	0.0951571792693288	0.0481012658227848	0.0499419279907085	0.0554134697357204	0.0315500685871056	0.0866583541147132	0.0753295668549906	0.0515172900494001	0.049929676511955	0.0935390549662488	0.0926952141057935	0.080225988700565	0.0162999185004075	0.0592672413793103	0.0297376093294461	0.0580912863070539	0.0771929824561404	0.0542328042328042	0.0498498498498499	0.0762527233115468	0.122276879831342	0.0777596519847743	0.0932971014492754	0.0557815223707147	0.0973451327433628	0.075885328836425	0.0794520547945206	0
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia	0.03601108033241	0.554279149913843	0.496197030061572	0.142037302725968	0.216738197424893	0.411104179663132	0.108936725375082	0.0528287748220307	0.551301684532925	0.0910760190965847	0.00862068965517241	0	0.00467836257309942	0.00235294117647059	0	0.0110294117647059	0.00189393939393939	0	0	0.00308641975308642	0.00349162011173184	0.0082256169212691	0.0173160173160173	0	0	0.00314267756128221	0.00652646845540247	0	0.016016016016016	0.00155159038013964	0	0.00805060379528465	0.00278035217794254	0	0.0091563113145847	0.00183374083129584	0	0.00879396984924623	0.007818052594172	0.0109823062843197	0.0265017667844523	0.00307062436028659	0.0149425287356322	0	0.00822784810126582	0	0.0119352088661552	0.00411522633744856	0.00249376558603491	0.0103578154425612	0.0141143260409315	0.00984528832630099	0	0.00806045340050378	0.0101694915254237	0.0097799511002445	0.00700431034482759	0.0087463556851312	0	0.0152046783625731	0.00132275132275132	0.0012012012012012	0.0065359477124183	0.0028109627547435	0.00380641653072322	0.0072463768115942	0.00813480534572923	0.0143805309734513	0	0	0
D_0__Bacteria;D_1__Cyanobacteria;D_2__Melainabacteria	0.00277008310249307	0.0132107983917289	0.0086925027164071	0	0	0.00748596381784155	0.00130463144161774	0	0.00612557427258806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00125707102451289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00151133501259446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria	0.00346260387811634	0.0183802412406663	0	0	0.00357653791130186	0.0124766063630692	0	0	0.0178662582950485	0.00330517811237606	0	0.0189243027888446	0	0	0.0186915887850467	0	0	0.00886524822695036	0	0	0.0104748603351955	0	0.0173160173160173	0	0.00964630225080386	0	0.0210297316896302	0.0145208131655373	0	0.034910783553142	0	0	0.0092678405931418	0.0160051216389245	0	0.0354523227383863	0.010077059869591	0.0194723618090452	0.0170575692963753	0.00854179377669311	0.0206124852767962	0.0148413510747185	0	0.016142735768904	0.0164556962025316	0.0168408826945412	0	0.00731595793324188	0.0112219451371571	0.044256120527307	0.0141143260409315	0.0316455696202532	0.0197685631629701	0.0221662468513854	0	0.0114099429502852	0.0296336206896552	0	0.020746887966805	0.00974658869395711	0.0308641975308642	0.0264264264264264	0.0196078431372549	0.0147575544624034	0.00924415443175639	0.00905797101449275	0	0	0.0370994940978078	0.0045662100456621	0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli	0.0263157894736842	0.138426191843768	0.0901847156827237	0.0774748923959828	0.0629470672389127	0.101060511540861	0.0593607305936073	0.0292244286249532	0.0816743236345074	0.0183621006243114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00145032632342277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00162999185004075	0	0	0.0016597510373444	0	0	0	0	0.00210822206605762	0	0	0	0	0	0	0.651862464183381
D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia	0.00484764542936288	0.00344629523262493	0	0	0	0.00748596381784155	0	0.000749344323716748	0.0112302194997448	0.00220345207491737	0.0107758620689655	0	0	0.0117647058823529	0.00280373831775701	0	0	0	0.0146960587842351	0	0.0104748603351955	0.0152761457109283	0	0	0.0135048231511254	0.0131992457573853	0	0	0.026026026026026	0	0.0122417750573833	0.0178263369752731	0	0	0.0170045781556573	0.00916870415647922	0	0	0	0.00427089688834655	0.00706713780918728	0.00307062436028659	0	0	0.0227848101265823	0	0	0.0237768632830361	0.0149625935162095	0	0.00423429781227946	0.0147679324894515	0.00289296046287367	0.00806045340050378	0	0	0.00592672413793103	0.0198250728862974	0.00746887966804979	0.0132553606237817	0.0189594356261023	0.0024024024024024	0	0	0.0065252854812398	0.00634057971014493	0.0116211504938989	0	0	0.00365296803652968	0
